Project,Document Name,Hoarder Flag,Similarity,Call,Response
008,008_075.txt,1,0.6688278317451477,hopefully.,yeah.
008,008_075.txt,1,0.28805071115493774,mm-hmm AFFIRMATIVE.,but he gets a lot of pleasure out of collecting and acquiring it but not really having it.
008,008_075.txt,1,0.34376904368400574,"your friend, it's more kind of like a game, kind of like a hobby, and for you it's having those items that represent family ...",yeah.
008,008_075.txt,1,0.41367262601852417,"is there a way to tell if someone has a hoarding disorder without being in their home, do you think?",hmm.
008,008_075.txt,1,0.32731667160987854,of course.,"you know, i've coming from maybe a pop-psychology perspective, but i think it would ..."
008,008_075.txt,1,0.3701488673686981,okay.,... i think would be more likely to hard or collect stuff.
008,008_075.txt,1,0.3948154151439667,right.,"... very well, like carrying books around on silk pillows, so to speak."
008,008_076.txt,1,0.6359437704086304,sure.,INAUDIBLE
008,008_076.txt,1,0.47131606936454773,"what are some personality traits, you think, that would maybe give you an idea of that?",yeah.
008,008_076.txt,1,0.5566637516021729,do you think it really won't make a difference?,"yeah, i don't know that depravation alone causes it."
008,008_076.txt,1,0.6277673840522766,sure.,but it's still there.
008,008_076.txt,1,0.6063738465309143,totally.,and maybe ...
008,008_076.txt,1,0.2757531702518463,yeah.,"but if people are feeling more disconnected in the modern world, and there's more stress, or isolation maybe there's going to be more hoarding."
008,008_076.txt,1,0.4481836259365082,mm-hmm AFFIRMATIVE.,and certainly to even acquire stuff.
008,008_076.txt,1,0.4431021511554718,"yeah, it's been interesting with covid too, how that's changed, which i do have ... i will ask you those questions too.",oh okay.
008,008_076.txt,1,0.39233681559562683,"so, any other way, do you think, to tell that someone is hoarding without being in their home?",i guess ... i listed personality traits.
008,008_076.txt,1,0.45828521251678467,mm-hmm AFFIRMATIVE,"so, i think that would work, or certainly probably worked in my case."
008,008_076.txt,1,0.6326150298118591,and if you can't think of anything else that's fine.,okay.
008,008_076.txt,1,0.4970993995666504,"so, that makes sense to me.",yeah. i think a lot of orderliness might be a sign of it.
008,008_077.txt,1,0.3705923855304718,"yeah, certain things that maybe people care about the most are actually organized.",yeah.
008,008_077.txt,1,0.565801739692688,"so, now we're going to go into the third part of this.",okay.
008,008_077.txt,1,0.999997615814209,okay.,okay.
008,008_077.txt,1,0.4904891550540924,do you think this has hoarded?,"i'm laughing to myself because i have lots of boxes, and that probably is something that's a little hard for me to get rid of, especially with all the moves."
008,008_077.txt,1,0.39985793828964233,do you think that's ...,"i mean, it's not significantly affecting his quality of life."
008,008_077.txt,1,0.4545842707157135,right.,"so, i would say maybe he's got some signs of it, but i wouldn't say that he's got a disorder."
008,008_078.txt,1,0.5002058148384094,what do you think about this person?,"yeah, definitely a disorder."
008,008_078.txt,1,0.3837757110595703,"so, why do you think this person has it versus that person that doesn't?",just from the impact on his quality of life.
008,008_078.txt,1,0.47130993008613586,and where do you see yourself in between these two people?,pretty close to the first one.
008,008_078.txt,1,0.656719982624054,okay.,but not ...
008,008_078.txt,1,0.26993653178215027,sure.,"and there's no sense of the inner emotional state of either john doe, and i think that that inner emotional state probably is tied to why, for one, he values the boxes so much more than he values other things."
008,008_078.txt,1,0.41535288095474243,right.,like being able to get into his bathroom.
008,008_078.txt,1,0.34395572543144226,right.,"and that's probably the key point, is that internal value system, how out of whack is that relative to just being..."
008,008_078.txt,1,0.45460277795791626,definitely.,you have sort of practically function in life in that sense.
008,008_078.txt,1,0.3926735520362854,"so, it's the quality of life.","on the surface i'd look like number one, but i probably have all that stuff of number two."
008,008_078.txt,1,0.6649545431137085,right.,INAUDIBLE.
008,008_078.txt,1,0.7833690047264099,definitely.,yeah.
008,008_078.txt,1,0.562603235244751,"so, what do you think about this one?",definitely disorder.
008,008_078.txt,1,0.3944800794124603,"and why do you think that, really quick?","again, it's affecting his daily life."
008,008_079.txt,1,0.5218315720558167,what do you think about this person?,definitely disorder.
008,008_079.txt,1,0.5277816653251648,okay.,"again, having trouble functioning with basic daily stuff."
008,008_079.txt,1,0.5213364362716675,just tell me about where you're at with that?,i work from home.
008,008_079.txt,1,0.5777444243431091,okay.,go out to eat.
008,008_079.txt,1,0.5415617823600769,go ahead.,as far as hoarding ...
008,008_079.txt,1,0.5873005390167236,yeah?,i think that initially it doesn't ...
008,008_079.txt,1,0.3018109202384949,mm-hmm AFFIRMATIVE,"... at first, you know, online, than we might have otherwise in the sense of now we're trapped in the house, and we've got to entertain ..."
008,008_079.txt,1,0.40664243698120117,"maybe just getting some stuff for your child, since you felt they had to be entertained more.",yeah.
008,008_079.txt,1,0.40749409794807434,"but really, it's the social stuff that you feel has had the biggest impact?","yeah, absolutely."
008,008_080.txt,1,0.4456014335155487,"okay. how about your physical health, any impact on that?",probably not.
008,008_080.txt,1,0.4258892834186554,"oh, no way.","no, probably relationship between the two, other than strange being in a hospital this time."
008,008_080.txt,1,0.6185616850852966,"i know, right.",INAUDIBLE.
008,008_080.txt,1,0.5450972318649292,"yeah, just for something completely different.",yeah.
008,008_080.txt,1,0.5374298095703125,"oh, go ahead.",being INAUDIBLE they're very eager to push you through too.
008,008_080.txt,1,0.5376152396202087,"well, i mean, got to love faster service, right?",yeah.
008,008_080.txt,1,0.4813307523727417,has covid affected your family financially?,not really.
008,008_080.txt,1,0.5352652668952942,that's nice.,not going out to eat.
008,008_080.txt,1,0.4905586540699005,"you said the social aspect, has that made you feel more isolated?","yeah, probably a little bit."
008,008_080.txt,1,0.37083566188812256,"mm-hmm AFFIRMATIVE yeah, definitely watching the news.",... is the other way to describe that.
008,008_080.txt,1,0.33853185176849365,"i mean, yeah, you can get lost in the news, and kind of ...","yeah, there's riots, and protests, and ..."
008,008_080.txt,1,0.48321402072906494,"and yeah, be more anxious.",... fired up about politics.
008,008_080.txt,1,0.5517800450325012,"yeah, how else do you cope?","yeah, so that's probably pretty well captured, as far as coping with it and doing sort of online stuff with friends i wouldn't be doing otherwise."
008,008_080.txt,1,0.6025852560997009,hmm.,that sort of stuff.
008,008_080.txt,1,0.6449212431907654,mm-hmm AFFIRMATIVE.,i guess.
008,008_081.txt,1,0.8478623628616333,or you're managing it pretty well?,managing it pretty well.
008,008_081.txt,1,0.614593505859375,how is she coping with it?,she is more social than i am.
008,008_081.txt,1,0.7028003931045532,hmm.,but now ...
008,008_081.txt,1,0.5197370052337646,mm-hmm AFFIRMATIVE,really can't do much of that.
008,008_081.txt,1,0.4037344455718994,"it sounds like you guys have creatively come up with some ideas to keep your child entertained, which is great.",yeah.
008,008_081.txt,1,0.3698616027832031,right.,"yeah, i think we worry a little bit that he is not getting socialized."
008,008_081.txt,1,0.38079166412353516,"well, it sounds like you're handling that, and you stay in contact with your friends via zoom, or i'm assuming zoom or some ...",yeah.
008,008_081.txt,1,0.6324797868728638,... some way.,yeah.
008,008_081.txt,1,0.38585683703422546,and you like ...,"probably not a lot specifically that we're doing, but ..."
008,008_081.txt,1,0.9999998211860657,no.,no.
008,008_081.txt,1,0.3920867145061493,anything else you'd like to share before we finish up?,"i can't really think of anything, although we're conscientious, this popped up into my head, of thinking about ways to identify a hoarder, or personality traits that associated with ..."
008,008_081.txt,1,0.4883943200111389,"i feel like kind of what you said with neurosis and stuff like that, kind of that.",yeah.
008,008_081.txt,1,0.7297830581665039,i definitely did.,yeah.
008,008_081.txt,1,0.5046786665916443,it's interesting.,"yeah, it's not something that talk about easily with anybody."
008,008_081.txt,1,0.46373167634010315,right.,really not easy for me to talk about it.
008,008_082.txt,1,0.6036977767944336,"what is the sex you were assigned at birth, and what is your gender identity?",male.
008,008_082.txt,1,0.6266968250274658,for both?,i guess so.
008,008_082.txt,1,0.6784334182739258,race?,caucasian.
008,008_082.txt,1,0.5072034597396851,"you can just give me an estimate, a range, if you don't know exactly.","yeah, so 125,000."
008,008_082.txt,1,0.5386009216308594,"not in the u.s., which i don't think is true.",southwest.
008,008_082.txt,1,0.5784639716148376,any further?,i have a master's.
008,008_082.txt,1,0.35536572337150574,"what is your master's in, if you don't mind me asking?",geophysics.
008,008_082.txt,1,0.6552673578262329,interesting.,yeah.
008,008_082.txt,1,0.560346245765686,not something you hear very often.,a little joke.
008,008_082.txt,1,0.5676842927932739,"people are like, ""oh, i don't know how to follow up with that.""",i have nothing else to say in response to that.
009,009_083.txt,1,0.6777673959732056,what is your sex assigned at birth?,female.
009,009_083.txt,1,0.6503414511680603,what gender do you identify as?,female.
009,009_083.txt,1,0.5478394031524658,your racial identification?,white.
009,009_083.txt,1,0.8100829124450684,what is your highest degree or level of school you've completed?,highest degree would be high school.
009,009_083.txt,1,0.4117543399333954,"so, i have up to 9,999 and then 10,000 to 19,999, and it goes on like that in 10,000 increments.","around 100,000 a year for myself and my husband."
009,009_083.txt,1,0.593987762928009,"which geographic region best describes where you live in the us, northeast, midwest, south and west?",northwest.
009,009_083.txt,1,0.459270715713501,the first question would be what term you prefer when we're talking about your difficulties with clutter and difficulties discarding?,say that again?
009,009_083.txt,1,0.5437939167022705,what term you prefer when we're talking about your difficulties with clutter and difficulties discarding.,"term, hm."
009,009_083.txt,1,0.6874567866325378,okay.,"keep things, yes."
009,009_083.txt,1,0.542299211025238,"so, can you please describe how long you've been keeping things, like how long it's been going on and when it started?","it probably started in, i would say, my mid to late 20s."
009,009_083.txt,1,0.4668651223182678,"so, it didn't start until you go your own place?",mm-hmm AFFIRMATIVE.
009,009_083.txt,1,0.5201658010482788,"so, how severe would you say your behavior is now?",it's bad enough that i'm concerned about it.
009,009_083.txt,1,0.7602721452713013,can you describe what those spaces look like?,the cluttered spaces?
009,009_083.txt,1,0.37012895941734314,"yeah, and even other spaces.","well, like right now, i'm sitting at my table that i use as a desk and it's covered with papers, my sewing kit, headphones, my music books."
009,009_084.txt,1,0.7481572031974792,is-,so...
009,009_084.txt,1,0.6126008629798889,is everything all in boxes or is it in bags?,"some of it's in boxes, some of it's in water proof boxes, then other things get stuffed because what happens is i have somebody come do some work on the house and i just have to get rid of some things in a hurry so i shove things back into an empty corner."
009,009_084.txt,1,0.46870800852775574,but you can still access your bathroom and your kitchen?,"oh, yeah."
009,009_084.txt,1,0.5085583925247192,"so, the only room that you're maybe not using for it's intended purpose would be the garage, because you don't like park your cars in there, you just use it for storage?","yes, i can park my car in there."
009,009_084.txt,1,0.692284882068634,"oh, you can?","oh, yeah."
009,009_084.txt,1,0.4758441746234894,"so, it's more like you just have a lot of storage spaces but the things that you need to access you can still access?","yeah, like my car and things, but it's like..."
009,009_085.txt,1,0.6581797003746033,"okay. so, you've seemed to lost maybe a few important things and-","i may have lost a few important papers, but i can always..."
009,009_085.txt,1,0.44241198897361755,"so, you said your behavior isn't too severe, do you think it's a problem though?","it's feeling like a problem because i'm beginning to worry that, you know, i'm older and i'm having friends to pass away and i'm thinking, ""oh my god, if my son had to deal with this, if something happened and he had to deal with this this would be awful for him."""
009,009_085.txt,1,0.6169049739837646,okay.,i have not.
009,009_085.txt,1,0.4484577178955078,has this caused any conflicts with your family and friends?,"no, because i hide it pretty well."
009,009_085.txt,1,0.5477052927017212,"so, your husband doesn't touch any of the storage spaces?","well, he uses the tool room and he uses the laundry room so that's where i try to make sure that he can get access to when he needs to get access to them."
009,009_085.txt,1,0.9035615921020508,no?,no.
009,009_085.txt,1,0.5135011672973633,okay.,"he pretty much respects my privacy, so."
009,009_085.txt,1,0.5738637447357178,"so, what would you like your home to look like then in an ideal world?",i'd love for my desk to look clear.
009,009_085.txt,1,0.3662411868572235,"so, you're kind of starting to feel claustrophobic so you want more clarity, more space, and more organization?",yeah.
009,009_085.txt,1,0.6765388250350952,are there objects that you spend a lot of time with?,i do feel a real attachment to certain objects and they bring back memories for me.
009,009_086.txt,1,0.610266923904419,i can't imagine.,yeah.
009,009_086.txt,1,0.3994801342487335,"so, when you think about your possessions, what makes the valuable besides maybe the emotional attachment of them?",say that again?
009,009_086.txt,1,0.4668978452682495,what makes them valuable?,"most of it is the memories and then the fact that it's mine, and it's interesting that i have thousands and thousands of pictures and that's one thing i was thinking i just need to go through and decide is this one worth keeping or not and just do a clear out of things like that."
009,009_086.txt,1,0.3638025224208832,"so, it sounds like a lot of how you value stuff is the emotional, like the memories, and also the fact that you possess it, it is yours, you own it makes it valuable?",yeah.
009,009_086.txt,1,0.44003206491470337,okay.,a feeling of personal power that it's mine.
009,009_087.txt,1,0.4570731520652771,how do you know when it's time to throw something away?,"well, i've been going..."
009,009_087.txt,1,0.3125324249267578,"so, it sounds like when you have the most difficulty getting rid of something is actually getting rid of it because you can't decide if it needs to be thrown away or recycled or donated?",yeah.
009,009_087.txt,1,0.521924614906311,"so, when you think about all your possessions, what is the most precious item in your house?","oh. well, something that i definitely wouldn't want to lost in a fire or something would be my picture albums."
009,009_087.txt,1,0.563288152217865,"so, would happen if you did lose them, say in a fire or someone through them out on accident?","well, it wouldn't be a disaster because i actually... my favorite pictures i have scanned, so they're in the cloud somewhere so i could go see those again, so that wouldn't be a total disaster."
009,009_087.txt,1,0.537630558013916,it was a natural disaster.,yeah.
009,009_088.txt,1,0.5183312892913818,"is it a lot of photos, a lot of books, or...","in storage or collections, because i actually have... i collect things that i display."
009,009_088.txt,1,0.3827790915966034,"well, yeah, let's hear about both.",such as i have a collection of egg cups and i've limited myself by the display space i have in the kitchen.
009,009_088.txt,1,0.7246097326278687,"so, then what is in all the boxes that you have in your garage?","oh, the boxes?"
009,009_088.txt,1,0.3292687237262726,mm-hmm AFFIRMATIVE.,"craft supplies, things for when i used to do theater, so music, and i mean sheet music but also cds and things like that, and then some electronics that support that that are probably way out of date like cd players and recorders for when i would record myself singing for classes and things like that."
009,009_088.txt,1,0.5870171189308167,"so, when you think about all of these items that you have, how would you choose between them if you had to get rid of something?","i would probably go through and which ritual objects do i still use, well, and of course right now all of that's in advance because of covid, go through my sheet music and those kind of songs i don't do anymore, give this to somebody, go through the old electronics and just dump all of that because now with garageband and all of that i don't use that stuff anymore."
009,009_089.txt,1,0.4859350919723511,"so, it sounds like you'd choose based on use?",yeah.
009,009_089.txt,1,0.5448077321052551,"so, when you think about how long this has been going on and stuff, you mentioned that you're starting to feel claustrophobic, does it upset you a lot and do you think it get in the way of your daily life?","it doesn't upset me a lot, but i've noticed that i'm feeling this weight."
009,009_089.txt,1,0.5512890815734863,"so, you said you recently started feeling like this?","it's been going on for a while where i'm feeling like i needed to start dealing with it, like for i'd say a couple years or so."
009,009_089.txt,1,0.6710674166679382,"so, your mom kept a lot of things, did she just keep food items or was it a lot of clothes?","she had quite a few clothes, but not too much."
009,009_089.txt,1,0.5170624256134033,he was very-,"no. no, my dad..."
009,009_089.txt,1,0.5643530488014221,"it's very, like, contrasting views.",it is.
009,009_090.txt,1,0.7080604434013367,did you guys ever get in any fights over keeping things?,i don't know of any fights.
009,009_090.txt,1,0.35058894753456116,"so, your clutter was organized and hidden so the rooms everyone needed were accessible?",right.
009,009_090.txt,1,0.6743566989898682,"so, you mentioned you have sisters, did you ever get in fights with them about sharing things or having too much, or your whole time when you were living under your parent's roof it was never a problem because your dad was very minimal?","well, my sister a year younger than me, the two of us shared a room for years and we were always really rigid about this half of the room is yours, this half of mine."
009,009_090.txt,1,0.5211917161941528,"it was like a line down the middle, basically.",yeah.
009,009_090.txt,1,0.49570733308792114,"yes, that's very much how it was.",excuse me.
009,009_090.txt,1,0.5272343158721924,"so, you mentioned you also have a son, do you just have the one son?",yes.
009,009_091.txt,1,0.35468053817749023,no?,"no, he never... because he had his room, he had his closet, he had plenty of space."
009,009_091.txt,1,0.4814761281013489,"so, for this next section what do you figure the most important differences between what is normal saving behavior, such as collecting, and hoarding disorder?","well, i would think collecting is you're collecting things that you love, you're passionate about, that add enjoyment to your life, and that are decorative or useful, for example, my egg cups, i use them."
009,009_091.txt,1,0.609767735004425,"so, we touched on this a little bit earlier, but can you expand on what you think hoarding looks like and how it is the same or different from your own behavior?","well, i would say i am a hoarder because i am keeping things that are not necessary or useful or don't add joy to my life and that is visible."
009,009_091.txt,1,0.4108821153640747,"so, do you think there's a way to tell that someone has hoarding disorder without being in their home?",i don't think so.
009,009_091.txt,1,0.5585954785346985,so like-,CROSSTALK where else?
009,009_091.txt,1,0.3913390338420868,"so, where do you get your information on it?","in the news media, in magazines, and i remember when i did encounter this friend who had a really severe problem that i kind of did a little nosing around about it."
009,009_091.txt,1,0.4295916259288788,"so, you mostly just seen it in the news and read about it a little bit?",mm-hmm AFFIRMATIVE.
009,009_091.txt,1,0.5395557284355164,"oh, and one last thing, you mentioned that you officiate weddings, right?",yes.
009,009_091.txt,1,0.432506263256073,"and you said your behavior never affected your work, right?",right.
009,009_091.txt,1,0.5001291632652283,"so, this next section, they're going to be call vignettes, so basically i'm going to be reading you little mini scenarios and then i'm going to be asking you some questions about them, okay?",okay.
009,009_092.txt,1,0.5779268741607666,"so, they can be a little long but if you need me to repeat it just let me know and i can start okay.",sounds good.
009,009_092.txt,1,0.4055813252925873,"when this happens, he is rarely late in getting to where he needs to be.",what was that last sentence?
009,009_092.txt,1,0.3293164074420929,"oh, i said he sometimes has difficulties finding his keys and wallet so he'll spend a few minutes looking for them until he eventually finds them, but when this happens he's rarely late in getting to where he needs to be.",thank you.
009,009_092.txt,1,0.4780194163322449,"so, does the person depicted in this scenario, do you think they have hoarding disorder?","well, they might have a mild case."
009,009_092.txt,1,0.6846378445625305,"oh, so i didn't really that fully, it's either do they have hoarding disorder or do you think their behavior is more like clutter problems?","oh, i would say it's more like a clutter problem."
009,009_092.txt,1,0.5785658359527588,"so, do you think this person should try and change their behavior?","yes, if it's a problem for them."
009,009_092.txt,1,0.4717453420162201,"so, do you think this behavior requires treatment from a psychiatrist?",probably not.
009,009_092.txt,1,0.5722487568855286,why would you say not?,it doesn't sound severe enough that he would...
009,009_092.txt,1,0.5131427049636841,okay.,other than a psychiatrist.
009,009_092.txt,1,0.552279531955719,"and then, last question is is this behavior similar or different from your own?",it is similar in that i do save boxes myself.
009,009_092.txt,1,0.5612285137176514,is that the only way that you think it's similar?,yeah.
009,009_092.txt,1,0.3768421411514282,in-,"because i rarely, i mean, my keys and my wallet and things like that i pretty much know where they are."
009,009_093.txt,1,0.763685941696167,"so, do you think this person has hoarding disorder or is the behavior more like clutter problems?",he's definitely got a hoarding problem.
009,009_093.txt,1,0.481845885515213,"should this person try to change the behavior, and why or why not?",yes.
009,009_093.txt,1,0.4534885287284851,do you think this behavior requires treatment from a psychiatrist?,probably.
009,009_093.txt,1,0.5157215595245361,how is this one similar or different from your own behavior?,"well, i don't have any problem doing things i need to do so it's very different as far as that goes."
009,009_093.txt,1,0.4218575060367584,"so, for this one, do you think he-",CROSSTALK.
009,009_093.txt,1,0.38140133023262024,it's the same question so if you already know you can answer.,"oh. yeah, i would say he definitely has a hoarding problem and would need to get help."
009,009_093.txt,1,0.48948103189468384,"so, and you think it would require treatment from a psychiatrist?",yeah.
009,009_094.txt,1,0.43967434763908386,how is this one similar or different from your own?,"well, again, i don't have anything keeping me from getting into my bathroom, nor do i have trouble finding my wallet and keys, and i'm always on time or early."
009,009_094.txt,1,0.45106208324432373,he is almost always late in getting to where he needs to be and sometimes does not show up at all.,"well, once again, i would say, yes, he's got a hoarding problem and would need to get help from some sort of a professional, and it's different from me again in that i don't have to move things to get in and out of the bathroom or get to any other room, and i'm always on time and early."
009,009_094.txt,1,0.4063926637172699,"so, the first general question is how has covid impacted your life and what specific behaviors have changed?","well, my husband and i have been in shelter in place since middle of march."
009,009_094.txt,1,0.44557809829711914,"oh, my.",CROSSTALK outdoors and parks with like three or four people.
009,009_095.txt,1,0.5957843065261841,"okay. so, it sounds like mentally you've been a little more done and financially you're not able to work as much either?",but financially it was okay because i was semi-retired so i have my pension income.
009,009_095.txt,1,0.39178794622421265,"so, it sounds like mostly it's been hard on you mentally-",yes.
009,009_095.txt,1,0.6065008044242859,... it's been causing more depression and stuff?,"yeah, emotionally and mentally it's been difficult."
009,009_095.txt,1,0.4325190782546997,"okay, but physically your health overall is good?",i gained weight.
009,009_095.txt,1,0.6073731184005737,or has it helped-,yes.
009,009_095.txt,1,0.8014256954193115,okay.,yes.
009,009_095.txt,1,0.36562591791152954,how so?,"whereas i used to enjoy browsing the grocery store and looking at the fruits and vegetables, now i order everything online and i go and they deliver it to the trunk of my car."
009,009_095.txt,1,0.5573673248291016,"how about for other shopping, like you mentioned books or art supplies, other things that you collect, how has that affected that?","oh, i'm not collecting anything right now."
009,009_095.txt,1,0.45624133944511414,"so, covid-19 has kind of stopped your shopping other than the necessities?",yeah.
009,009_096.txt,1,0.33409905433654785,has it made it better or has it made it worse?,"well, right now i feel like i can't go... i was sort of in the mode of, okay, i'm going to start taking things... i can't get to the salvation army to make donations."
009,009_096.txt,1,0.3673577606678009,"so, you can't really shop but you also can't really get rid of anything because everything's shut down?",right.
009,009_096.txt,1,0.36251989006996155,"so, since you've been having kind of a difficult time have you found any helpful coping mechanisms?","well, one thing, i'm doing a lot of these family zoom meetings that i set up which is kind of nice because i'm pulling in extended family."
009,009_096.txt,1,0.4313666820526123,"so, you're actually just sitting at your house all day.",i'm trying to watch inspiring movies at night.
009,009_097.txt,1,0.37120360136032104,"okay. so, how would you say covid-19 has affected your motivation to maybe seek help for hoarding?","well, like i said, i feel like i'm in limbo."
009,009_097.txt,1,0.7493108510971069,but maybe not even like professional help?,"well, i had never really considered getting professional help for this."
009,009_097.txt,1,0.38708433508872986,you said it's like coaching and organizers or is it like doctors?,"no. it's a program, they changed the name of it and it's called ebt now."
009,009_097.txt,1,0.3842249810695648,i've never heard of it before.,"oh. it's run by this women NAME, and she's in the san francisco bay area, and she started off working with children who were overweight and then developed this program."
010,010_098.txt,1,0.6415005922317505,what's your gender identity?,female.
010,010_098.txt,1,0.6463111639022827,and your sex assigned at birth?,female.
010,010_098.txt,1,0.6003090143203735,your race?,white.
010,010_098.txt,1,0.5842303037643433,ethnicity?,none.
010,010_098.txt,1,0.6863359212875366,your highest level of education?,graduated high school.
010,010_098.txt,1,0.6136986017227173,it doesn't have to be an exact amount.,"about $25,000."
010,010_098.txt,1,0.5687152147293091,non-continental?,i would say southeast.
010,010_098.txt,1,0.6507751941680908,just hoarding is fine?,that's fine.
010,010_098.txt,1,0.39875927567481995,how long has this been going on?,i've always collected stuff and i've always been lazy.
010,010_098.txt,1,0.4212709963321686,"okay, and do you think your behavior is severe now?",repeat that one?
010,010_098.txt,1,0.6411271691322327,how severe would you say this behavior is now?,not severe.
010,010_098.txt,1,0.654880702495575,"okay, so you don't think that your behavior is a problem at all?",my sloppy behavior is probably a problem.
010,010_098.txt,1,0.5591007471084595,have you ever thought to change this behavior?,sure.
010,010_098.txt,1,0.5328259468078613,why not?,i just never thought that was ... i wouldn't spare the money.
010,010_099.txt,1,0.5066292881965637,okay. yeah. how do your family and friends feel about your cluttering?,i think they understand that i don't invite people in because i don't particularly want them to see my house.
010,010_099.txt,1,0.5889065265655518,what's the space like?,i'm alone in a one bedroom condo.
010,010_099.txt,1,0.4485988914966583,"okay, what would you want to change?","well, there's too much stuff, but the problem is i need the stuff that i have."
010,010_099.txt,1,0.6226616501808167,"if you were to throw them away, do you think you would feel less at home?","no. if i could go through all this junk, throw out what needs to be thrown out, i'd be very happy."
010,010_099.txt,1,0.42049160599708557,do you have certain objects that are more important to you than others?,"probably my bills, and they need to be gone through, by the date and stuff."
010,010_100.txt,1,0.6679421067237854,"the cds, are you keeping those because of emotional reasons?",it's music cds.
010,010_100.txt,1,0.5299681425094604,which parts of your home do you consider cluttered?,all of it.
010,010_100.txt,1,0.5506417751312256,"and you would say that they're all bills and cds, things like that?",are they what?
010,010_100.txt,1,0.6949937343597412,bills and cds and just things like that?,"no, the living room has got the bills and cds, then i store clothes."
010,010_100.txt,1,0.5376347899436951,"the bedrooms are full of clothes, you said?",yeah.
010,010_100.txt,1,0.5817641615867615,okay.,way too many clothes.
010,010_100.txt,1,0.578377366065979,"there's nothing, for example, there would be so much clutter that you can't use the stove for cooking or the bathtub to take a bath?",i've got a little tiny kitchen table that i don't use because it's got things all over it.
010,010_100.txt,1,0.47509798407554626,all right.,bread and cookies and that kind of thing.
010,010_100.txt,1,0.6137655973434448,all the good stuff.,yeah.
010,010_100.txt,1,0.5792657732963562,are there places in your home that make it not so easy to walk around?,parts that make me walk around?
010,010_100.txt,1,0.4492930471897125,walking around.,i don't really understand the question.
010,010_100.txt,1,0.4899766147136688,are there parts of your home that makes it difficult to walk around?,yes.
010,010_100.txt,1,0.5281717777252197,what parts?,the living room.
010,010_100.txt,1,0.49553924798965454,"okay, and if you could, the bills and cds?","yeah, and there's general stuff on the floor."
010,010_100.txt,1,0.6318835020065308,okay.,and just stuff.
010,010_100.txt,1,0.6906254887580872,"when you think about your possessions, what makes them valuable?",valuable to me would be if i need them or not.
010,010_100.txt,1,0.39614561200141907,okay.,valuable to somebody else would be if they work or not i guess.
010,010_100.txt,1,0.37737786769866943,"okay, so that you determine if an object is valuable or not is seeing if it still has some use to you.",yes.
010,010_100.txt,1,0.7121064066886902,how do you determine when something is trash?,"if i have a trash can, i guess i'll throw it in the trash."
010,010_100.txt,1,0.48889780044555664,or the cat litter?,probably on the schedule.
010,010_101.txt,1,0.7787988781929016,okay. what would you say is the most precious item for you in your house?,the most precious?
010,010_101.txt,1,0.6281030774116516,yes.,i suppose clothes is.
010,010_101.txt,1,0.6079169511795044,what makes your clothes so valuable to you?,"well, i'm just trying to think what i would hate to have to replace the most, and clothes would be expensive and hard to go shopping, so that's why i would say clothes."
010,010_101.txt,1,0.5936885476112366,what do you think would happen if you lost all your clothes or gave all of them away?,"well, i wouldn't have enough money to replace them and i'd be very unhappy because i'd be wearing the same thing all over again or not have the kind of things i like to wear."
010,010_101.txt,1,0.5545900464057922,do you think that you have too much stuff?,yes.
010,010_101.txt,1,0.48254042863845825,how do you know?,because i've got more than the closet will hold.
010,010_101.txt,1,0.6142032146453857,"if you had to choose between your items, so let's say for example, that you throw away certain clothes and keep others, how would you choose?",by the color and by the fit.
010,010_101.txt,1,0.4597340524196625,"does your clutter issues, do you think it gets in the way of your daily life?","yeah, pretty much."
010,010_101.txt,1,0.40137800574302673,can you describe to me a time that it got in the way of something that you really wanted?,"well, i would like to have people come over here once in a while and i really don't feel comfortable inviting anybody in here."
010,010_101.txt,1,0.5028631091117859,has it upset any of your friends or family?,i don't think so.
010,010_101.txt,1,0.3783734142780304,"has it ever impacted your relationship, such as romantic?",repeat that one.
010,010_101.txt,1,0.457184374332428,has it ever impacted your romantic relationships or your work?,no.
010,010_102.txt,1,0.5482217669487,would you be upset if you had to give up some of your items?,"well, a little bit."
010,010_102.txt,1,0.46158215403556824,which items do you think would make you the most upset to give away?,i thought you had already asked me that once.
010,010_102.txt,1,0.5752168893814087,okay.,"my cds, my books."
010,010_102.txt,1,0.5395267605781555,okay.,and i suppose my electronic things.
010,010_102.txt,1,0.5830995440483093,what do you think are the most important differences between normal saving behavior to just collecting and hoarding disorder?,"well, if you watch the tv show on hoarding, they save stuff that makes no sense, like newspapers and pieces of paper and the styrofoam dishes or just anything that has absolutely no use to anybody."
010,010_102.txt,1,0.34952476620674133,and how is that same or different from your behavior?,i do throw out dirty pieces of paper and bottles and cans and cigarette butts and pieces of paper and even clothes once in a while when i have energy to go through them.
010,010_102.txt,1,0.7072647213935852,okay.,that's basically it.
010,010_102.txt,1,0.47751522064208984,"you mentioned the tv, but i'm wondering if there's any other place maybe?","no. i read about it years ago in psychology class, and i see those shows on tv, but i don't watch them particularly."
010,010_102.txt,1,0.4445067048072815,has it impacted any cluttering behaviors?,probably a little worse because i have to stay home so much.
010,010_102.txt,1,0.49991118907928467,how has covid affected your sense of connectiveness or attachment to your items?,i don't think it has.
010,010_102.txt,1,0.4067573547363281,have you had any more time for organizing?,no. i'm just as lazy as i'm sitting here now as i ever was before.
